game_id,rating_diff,turns,rated,opening_shortname,white_experience,winner
3956,178,13,1,Scotch Game,0,White
3962,179,47,1,Scotch Game,12,White
4121,669,30,1,Scotch Game,0,Black
4154,333,112,1,Scotch Game,19,Black
4171,154,96,1,Scotch Game,36,Draw
4321,289,46,1,Scotch Game,0,Black
4423,98,43,1,Scotch Game,0,White
4549,95,46,1,Scotch Game,2,Black
4705,278,28,1,Scotch Game,2,Black
4816,588,60,1,Scotch Game,17,Black
4838,87,146,1,Scotch Game,6,Black
4851,100,76,1,Scotch Game,19,Black
4858,101,48,1,Scotch Game,0,Black
4972,28,58,1,Scotch Game,0,Black
5016,116,36,1,Scotch Game,1,Black
5167,623,43,1,Scotch Game,3,White
5326,14,24,1,Scotch Game,12,Black
5351,975,19,0,Scotch Game,8,White
5493,92,22,0,Scotch Game,1,Black
5652,108,39,0,Scotch Game,20,Black
5838,301,43,1,Scotch Game,12,White
5842,269,25,1,Scotch Game,16,White
6095,95,119,1,Scotch Game,0,White
6216,298,23,1,Scotch Game,0,White
6218,118,69,1,Scotch Game,0,White
6267,369,42,1,Scotch Game,0,Black
6278,280,42,1,Scotch Game,27,Black
6325,168,25,1,Scotch Game,23,White
6338,3,50,1,Scotch Game,36,Black
6470,204,27,1,Scotch Game,8,White
6511,15,68,1,Scotch Game,0,Black
6514,86,123,0,Scotch Game,3,White
6521,242,10,0,Scotch Game,10,Draw
6523,18,10,0,Scotch Game,12,Draw
6524,242,29,0,Scotch Game,13,Black
6529,65,86,1,Scotch Game,18,Black
6534,133,47,1,Scotch Game,0,White
6535,10,71,1,Scotch Game,0,White
6588,63,65,1,Scotch Game,0,White
6658,59,40,1,Scotch Game,15,Black
6786,19,156,1,Scotch Game,0,Black
6933,75,46,1,Scotch Game,11,Black
6939,402,24,1,Scotch Game,17,Black
6945,19,50,1,Scotch Game,23,Black
6958,29,39,1,Scotch Game,36,White
7002,127,40,1,Scotch Game,7,Black
7009,49,50,1,Scotch Game,14,Black
7021,34,60,1,Scotch Game,26,Black
7025,16,26,1,Scotch Game,30,Black
7039,83,50,1,Scotch Game,44,Black
7043,129,30,0,Scotch Game,0,Black
7169,288,35,1,Scotch Game,8,White
7213,14,157,1,Scotch Game,0,White
7316,304,35,1,Scotch Game,10,White
7338,617,13,1,Scotch Game,32,White
7421,50,62,1,Scotch Game,0,Black
7871,26,110,1,Scotch Game,0,Black
7900,83,75,1,Scotch Game,0,White
7922,43,37,1,Scotch Game,0,White
7988,0,57,1,Scotch Game,0,White
8074,29,30,1,Scotch Game,0,Black
8110,95,67,1,Scotch Game,3,White
8172,183,58,1,Scotch Game,10,Black
8178,27,35,1,Scotch Game,16,White
8323,70,66,1,Scotch Game,2,Black
8327,4,48,1,Scotch Game,0,Black
8671,171,29,1,Scotch Game,9,White
8672,375,52,1,Scotch Game,10,Black
8687,76,153,1,Scotch Game,0,White
8828,85,62,1,Scotch Game,15,Black
8833,13,39,1,Scotch Game,20,Black
8852,23,39,1,Scotch Game,39,White
8921,563,36,1,Scotch Game,0,White
8941,252,71,1,Scotch Game,0,Black
8945,467,19,1,Scotch Game,0,White
9202,238,79,1,Scotch Game,13,White
9675,133,71,0,Scotch Game,0,White
9924,187,32,1,Scotch Game,2,White
9945,47,31,1,Scotch Game,0,White
9946,15,53,1,Scotch Game,0,Black
9949,161,77,1,Scotch Game,0,White
10255,53,107,1,Scotch Game,0,Draw
10371,263,56,0,Scotch Game,1,Draw
10410,244,27,1,Scotch Game,6,Black
10452,315,115,1,Scotch Game,0,White
10481,82,123,1,Scotch Game,14,White
10556,77,34,1,Scotch Game,29,Black
10737,32,26,1,Scotch Game,1,Black
10805,167,62,1,Scotch Game,19,Black
10952,56,33,1,Scotch Game,20,White
10999,181,23,1,Scotch Game,4,White
11004,244,35,1,Scotch Game,9,White
11005,163,19,1,Scotch Game,10,Black
11006,259,56,1,Scotch Game,11,White
11008,129,46,0,Scotch Game,13,Black
11011,10,25,1,Scotch Game,16,White
11018,150,28,1,Scotch Game,23,Black
11021,144,70,1,Scotch Game,26,Black
11025,29,98,1,Scotch Game,30,Draw
11265,77,34,1,Scotch Game,77,Black
11433,517,15,0,Scotch Game,2,White
11494,166,23,0,Scotch Game,2,White
11495,166,31,0,Scotch Game,3,Black
11672,112,54,1,Scotch Game,7,Black
11673,36,32,1,Scotch Game,8,Black
11675,69,90,1,Scotch Game,10,Black
11702,128,21,0,Scotch Game,1,White
11718,22,49,1,Scotch Game,17,White
11748,12,14,1,Scotch Game,0,Black
11805,431,25,0,Scotch Game,1,Black
11971,77,55,1,Scotch Game,0,White
11983,107,64,1,Scotch Game,2,Black
12033,66,55,1,Scotch Game,0,White
12041,62,57,1,Scotch Game,0,Black
12043,158,51,1,Scotch Game,3,Black
12225,36,90,1,Scotch Game,49,Black
12240,124,77,1,Scotch Game,1,Black
12293,1024,39,0,Scotch Game,0,Draw
12315,519,61,0,Scotch Game,48,White
12321,16,92,1,Scotch Game,54,Black
12404,66,55,1,Scotch Game,16,White
12580,50,43,1,Scotch Game,1,White
12624,12,59,1,Scotch Game,6,White
12714,23,90,1,Scotch Game,0,Black
12744,11,15,1,Scotch Game,0,White
12750,985,59,0,Scotch Game,2,White
12829,61,34,0,Scotch Game,0,Black
12865,170,67,1,Scotch Game,26,White
12866,205,76,1,Scotch Game,27,Black
12978,36,57,1,Scotch Game,0,White
12981,12,86,1,Scotch Game,0,Black
12991,97,39,1,Scotch Game,0,White
13048,32,85,0,Scotch Game,4,White
13321,83,93,1,Scotch Game,0,White
13368,80,75,1,Scotch Game,1,White
13393,156,45,1,Scotch Game,26,White
13395,238,55,1,Scotch Game,28,White
13397,204,103,1,Scotch Game,30,White
13399,195,32,1,Scotch Game,32,Black
13401,149,100,1,Scotch Game,34,Black
13513,66,55,1,Scotch Game,0,White
13760,517,15,0,Scotch Game,4,White
13927,277,37,0,Scotch Game,3,White
14047,236,69,1,Scotch Game,0,White
14106,59,31,1,Scotch Game,1,White
14107,5,111,1,Scotch Game,0,White
14385,31,45,1,Scotch Game,1,White
14390,272,25,1,Scotch Game,7,White
14441,407,53,1,Scotch Game,0,White
14511,884,55,0,Scotch Game,2,White
14798,280,23,0,Scotch Game,0,White
14848,28,24,1,Scotch Game,1,Black
14849,62,15,0,Scotch Game,17,White
14931,148,28,1,Scotch Game,1,Black
14942,195,59,1,Scotch Game,29,White
14968,25,16,1,Scotch Game,0,White
14975,13,15,1,Scotch Game,2,White
14992,79,17,1,Scotch Game,0,White
14993,61,33,1,Scotch Game,1,White
14996,24,32,1,Scotch Game,0,White
15005,1,90,1,Scotch Game,0,Black
15105,108,20,1,Scotch Game,0,Black
15339,359,66,1,Scotch Game,17,Black
15435,537,44,1,Scotch Game,11,Black
15724,208,21,0,Scotch Game,6,Black
15794,18,76,1,Scotch Game,1,Black
15804,359,30,1,Scotch Game,1,White
15808,165,104,1,Scotch Game,1,Draw
15910,57,164,1,Scotch Game,0,Draw
15916,191,29,1,Scotch Game,0,White
16047,280,37,1,Scotch Game,0,White
16072,9,70,1,Scotch Game,0,Black
16074,19,32,1,Scotch Game,2,Black
16212,279,80,1,Scotch Game,16,Black
16315,179,47,1,Scotch Game,7,Black
16515,170,42,1,Scotch Game,4,Black
16595,145,96,1,Scotch Game,0,Black
16596,642,118,1,Scotch Game,0,Black
16614,215,41,1,Scotch Game,15,White
16628,147,72,1,Scotch Game,5,Black
16824,55,40,1,Scotch Game,0,Black
16914,153,93,1,Scotch Game,0,White
17103,96,58,0,Scotch Game,0,Black
17124,154,64,1,Scotch Game,0,Black
17129,165,76,1,Scotch Game,0,Black
17142,30,56,1,Scotch Game,4,Black
17145,78,47,1,Scotch Game,0,White
17147,130,85,1,Scotch Game,9,White
17158,57,79,1,Scotch Game,0,White
17161,46,36,0,Scotch Game,23,Black
17163,96,57,0,Scotch Game,25,White
17166,15,41,1,Scotch Game,28,White
17167,61,118,1,Scotch Game,0,Black
17173,117,133,1,Scotch Game,35,Draw
17174,96,109,1,Scotch Game,0,White
17179,180,32,1,Scotch Game,41,Black
17180,23,129,1,Scotch Game,0,White
17181,112,58,1,Scotch Game,0,White
17185,58,77,1,Scotch Game,47,Black
17300,248,34,1,Scotch Game,11,Draw
17328,8,74,1,Scotch Game,27,Black
17375,144,62,1,Scotch Game,25,Black
17385,258,69,1,Scotch Game,1,White
17432,73,79,1,Scotch Game,0,White
17438,148,47,1,Scotch Game,0,White
17469,333,20,1,Scotch Game,1,Black
17477,81,51,1,Scotch Game,27,White
17747,1,30,0,Scotch Game,0,White
17875,226,108,1,Scotch Game,0,Black
18173,27,91,1,Scotch Game,28,White
18362,975,19,0,Scotch Game,20,White
18407,412,119,0,Scotch Game,0,White
18438,47,137,1,Scotch Game,4,White
18443,99,60,1,Scotch Game,9,Draw
18449,44,32,0,Scotch Game,15,Black
18451,12,52,1,Scotch Game,17,Black
18457,80,89,1,Scotch Game,23,White
18470,341,39,1,Scotch Game,36,White
18574,951,46,0,Scotch Game,1,Black
18591,131,91,1,Scotch Game,0,White
19081,517,15,0,Scotch Game,6,White
19238,431,25,0,Scotch Game,4,Black
19242,166,23,0,Scotch Game,22,White
19243,166,31,0,Scotch Game,23,Black
19286,380,97,1,Scotch Game,0,White
19325,128,21,0,Scotch Game,22,White
19341,22,49,1,Scotch Game,38,White
19365,249,35,1,Scotch Game,0,White
19366,206,75,1,Scotch Game,1,White
19517,190,41,1,Scotch Game,1,White
19679,418,26,0,Scotch Game,0,White
19714,76,117,1,Scotch Game,0,White
19720,61,31,1,Scotch Game,0,White
19740,108,15,1,Scotch Game,0,White
19873,88,43,1,Scotch Game,7,White
19877,105,113,1,Scotch Game,11,Black
19878,210,29,1,Scotch Game,12,White
19883,61,146,1,Scotch Game,17,Black
19894,499,156,1,Scotch Game,28,Black
19901,84,72,1,Scotch Game,35,Black
30,71,66,1,Queen's Gambit,15,Black
99,31,113,1,Queen's Gambit,0,Draw
100,14,62,1,Queen's Gambit,1,White
132,144,24,1,Queen's Gambit,1,Black
143,11,97,1,Queen's Gambit,0,White
187,72,110,0,Queen's Gambit,31,Black
500,54,23,0,Queen's Gambit,2,Black
505,131,43,1,Queen's Gambit,7,White
686,118,50,1,Queen's Gambit,3,Black
902,25,89,1,Queen's Gambit,6,White
989,188,51,0,Queen's Gambit,0,White
1183,12,9,0,Queen's Gambit,2,Black
1377,68,73,1,Queen's Gambit,0,White
1554,48,115,0,Queen's Gambit,13,White
1701,12,31,1,Queen's Gambit,0,White
1705,88,41,1,Queen's Gambit,0,White
1844,55,29,1,Queen's Gambit,3,White
2116,57,23,1,Queen's Gambit,0,White
2369,10,49,1,Queen's Gambit,15,White
2426,449,27,1,Queen's Gambit,32,White
2779,78,17,0,Queen's Gambit,6,White
2860,73,80,1,Queen's Gambit,0,Black
2934,487,61,1,Queen's Gambit,0,White
3022,41,46,1,Queen's Gambit,0,Black
3113,52,67,1,Queen's Gambit,0,Black
3124,171,84,1,Queen's Gambit,0,Black
3367,468,35,1,Queen's Gambit,17,White
3389,238,96,1,Queen's Gambit,2,Black
3437,79,42,1,Queen's Gambit,7,Black
3438,433,16,0,Queen's Gambit,8,Black
3648,74,69,1,Queen's Gambit,0,White
3657,283,69,1,Queen's Gambit,0,White
3793,180,54,0,Queen's Gambit,18,Black
3803,73,109,1,Queen's Gambit,28,White
3805,56,11,1,Queen's Gambit,30,White
3807,5,32,0,Queen's Gambit,32,Black
4533,52,89,1,Queen's Gambit,0,White
4591,441,59,1,Queen's Gambit,0,White
4827,339,23,1,Queen's Gambit,0,White
4923,174,63,1,Queen's Gambit,21,White
5026,989,65,0,Queen's Gambit,1,White
5399,167,70,1,Queen's Gambit,0,Black
5557,42,105,1,Queen's Gambit,3,White
5963,936,24,0,Queen's Gambit,8,White
6069,68,72,1,Queen's Gambit,19,Black
6133,374,47,0,Queen's Gambit,1,White
6135,374,65,0,Queen's Gambit,3,White
6147,400,3,1,Queen's Gambit,2,White
6163,110,11,1,Queen's Gambit,18,White
6164,29,53,1,Queen's Gambit,19,White
6375,119,30,1,Queen's Gambit,0,Black
6414,218,34,1,Queen's Gambit,1,Black
6648,33,54,1,Queen's Gambit,5,Black
6661,12,129,1,Queen's Gambit,0,White
6826,647,17,1,Queen's Gambit,0,White
6872,31,47,1,Queen's Gambit,0,White
6998,68,41,1,Queen's Gambit,0,White
7070,249,55,1,Queen's Gambit,18,White
7303,41,143,1,Queen's Gambit,47,White
7406,2,46,1,Queen's Gambit,0,Black
7625,34,52,1,Queen's Gambit,20,Black
7628,347,27,1,Queen's Gambit,23,White
7654,36,33,1,Queen's Gambit,0,White
7655,137,139,1,Queen's Gambit,1,White
7693,9,84,1,Queen's Gambit,0,Black
7702,17,84,1,Queen's Gambit,9,Draw
7706,39,89,1,Queen's Gambit,13,White
7807,171,74,1,Queen's Gambit,24,White
8306,396,99,1,Queen's Gambit,21,White
8359,291,33,0,Queen's Gambit,2,White
8522,10,35,1,Queen's Gambit,2,White
8542,104,49,1,Queen's Gambit,22,White
8701,72,76,1,Queen's Gambit,0,Black
8924,236,24,1,Queen's Gambit,0,White
8943,203,52,1,Queen's Gambit,0,White
9047,5,58,1,Queen's Gambit,4,Black
9237,75,49,1,Queen's Gambit,2,White
9239,287,34,1,Queen's Gambit,4,Black
9285,76,38,0,Queen's Gambit,0,Black
9309,0,101,1,Queen's Gambit,0,White
9412,208,82,1,Queen's Gambit,0,Black
9434,5,41,1,Queen's Gambit,0,White
9543,182,56,1,Queen's Gambit,0,Black
9680,166,63,1,Queen's Gambit,0,White
9959,103,31,1,Queen's Gambit,0,White
9964,185,73,1,Queen's Gambit,1,White
9991,229,18,0,Queen's Gambit,25,Black
10073,127,55,1,Queen's Gambit,3,White
10208,154,23,1,Queen's Gambit,1,White
10392,159,47,1,Queen's Gambit,9,White
10487,94,47,1,Queen's Gambit,20,White
10489,39,77,1,Queen's Gambit,22,White
11539,70,114,1,Queen's Gambit,26,Black
11828,7,51,1,Queen's Gambit,0,White
11846,90,28,1,Queen's Gambit,1,White
11942,211,35,1,Queen's Gambit,1,Black
12031,19,17,1,Queen's Gambit,0,White
12147,401,39,1,Queen's Gambit,0,White
12720,133,85,0,Queen's Gambit,3,Draw
12906,165,85,1,Queen's Gambit,8,White
13073,201,53,1,Queen's Gambit,3,White
13275,196,91,0,Queen's Gambit,1,White
13320,394,39,1,Queen's Gambit,0,White
13649,97,80,1,Queen's Gambit,18,Black
13953,1,75,1,Queen's Gambit,25,White
14093,2,46,1,Queen's Gambit,3,Black
14323,20,51,1,Queen's Gambit,12,Black
14330,16,45,1,Queen's Gambit,0,White
14445,171,39,1,Queen's Gambit,0,White
14450,131,21,1,Queen's Gambit,36,White
14466,158,52,1,Queen's Gambit,0,Black
14480,48,35,1,Queen's Gambit,5,Black
14578,16,98,1,Queen's Gambit,10,Black
14582,58,55,1,Queen's Gambit,14,White
14719,75,29,1,Queen's Gambit,0,White
14871,32,90,1,Queen's Gambit,6,Black
14999,49,36,1,Queen's Gambit,37,Black
15220,24,103,1,Queen's Gambit,1,White
15396,93,141,1,Queen's Gambit,0,White
15399,1,73,1,Queen's Gambit,3,White
15454,299,151,0,Queen's Gambit,9,White
15461,7,72,1,Queen's Gambit,16,Black
15473,90,38,1,Queen's Gambit,28,Black
15569,55,55,1,Queen's Gambit,1,White
15805,287,144,1,Queen's Gambit,17,Black
15833,614,41,1,Queen's Gambit,8,White
15888,160,175,1,Queen's Gambit,10,White
15982,67,56,0,Queen's Gambit,0,Black
16032,394,51,1,Queen's Gambit,2,White
16158,28,95,1,Queen's Gambit,0,White
16273,61,53,1,Queen's Gambit,23,White
16282,105,28,1,Queen's Gambit,32,Black
16286,61,48,1,Queen's Gambit,36,Black
16391,41,69,1,Queen's Gambit,0,White
16392,61,82,1,Queen's Gambit,14,Black
16430,159,80,1,Queen's Gambit,14,Black
16445,329,45,1,Queen's Gambit,29,White
16556,122,114,0,Queen's Gambit,0,Black
16623,262,23,1,Queen's Gambit,0,White
16674,7,96,1,Queen's Gambit,2,White
16686,87,205,1,Queen's Gambit,14,White
16751,64,116,1,Queen's Gambit,30,Black
16958,83,24,1,Queen's Gambit,0,Black
17007,268,66,1,Queen's Gambit,9,Black
17018,45,53,1,Queen's Gambit,0,White
17033,20,55,1,Queen's Gambit,35,White
17137,64,17,1,Queen's Gambit,1,White
17427,201,31,1,Queen's Gambit,0,White
17534,345,25,1,Queen's Gambit,6,White
17596,305,36,0,Queen's Gambit,2,Black
17656,16,66,0,Queen's Gambit,39,Black
17779,284,51,1,Queen's Gambit,9,White
17784,143,93,1,Queen's Gambit,14,White
17799,19,26,0,Queen's Gambit,0,Black
18185,238,111,1,Queen's Gambit,0,White
18490,121,62,1,Queen's Gambit,15,White
18492,126,109,1,Queen's Gambit,17,White
18512,169,47,1,Queen's Gambit,3,White
18528,12,38,1,Queen's Gambit,0,Black
18547,217,64,0,Queen's Gambit,40,Black
18603,454,87,0,Queen's Gambit,0,White
18618,31,47,1,Queen's Gambit,1,White
18684,228,19,0,Queen's Gambit,27,White
18732,434,5,1,Queen's Gambit,10,White
18739,143,23,1,Queen's Gambit,0,White
19708,553,101,0,Queen's Gambit,17,White
19728,83,42,1,Queen's Gambit,0,Black
19744,364,30,1,Queen's Gambit,0,White
32,198,64,1,Sicilian Defense,0,Black
504,33,41,1,Sicilian Defense,0,White
644,447,84,1,Sicilian Defense,0,Black
900,108,61,1,Sicilian Defense,0,Black
1247,101,144,1,Sicilian Defense,36,Black
2171,82,50,1,Sicilian Defense,0,Black
2255,113,61,1,Sicilian Defense,5,White
2312,346,29,0,Sicilian Defense,1,White
2616,2,21,1,Sicilian Defense,1,White
3002,146,35,1,Sicilian Defense,38,White
3452,81,21,0,Sicilian Defense,22,White
4153,39,20,1,Sicilian Defense,0,Black
6616,258,63,0,Sicilian Defense,0,Black
7558,10,93,1,Sicilian Defense,0,White
8040,27,53,1,Sicilian Defense,0,White
8239,97,57,0,Sicilian Defense,0,White
11460,1290,97,0,Sicilian Defense,4,White
11784,78,50,1,Sicilian Defense,0,Black
11793,106,45,1,Sicilian Defense,0,Black
12058,12,73,1,Sicilian Defense,19,Black
13284,75,37,1,Sicilian Defense,0,Black
13338,82,50,1,Sicilian Defense,1,Black
13677,137,80,1,Sicilian Defense,0,Black
13797,541,81,0,Sicilian Defense,1,White
14242,364,40,0,Sicilian Defense,8,Black
14383,33,36,1,Sicilian Defense,0,Black
15094,89,108,1,Sicilian Defense,11,White
15706,90,73,1,Sicilian Defense,0,White
15834,130,54,1,Sicilian Defense,1,Black
15978,118,35,1,Sicilian Defense,0,White
16568,11,49,1,Sicilian Defense,7,White
16882,168,58,1,Sicilian Defense,0,Black
18708,56,35,1,Sicilian Defense,13,Draw
34,481,21,0,Queen's Gambit,19,Black
109,259,137,1,Queen's Gambit,10,White
112,373,28,1,Queen's Gambit,13,Black
255,101,38,1,Queen's Gambit,0,Black
501,44,32,1,Queen's Gambit,3,Black
507,77,41,1,Queen's Gambit,9,White
513,48,56,1,Queen's Gambit,15,Black
515,158,40,1,Queen's Gambit,17,Black
519,250,39,1,Queen's Gambit,21,White
618,148,52,1,Queen's Gambit,0,Black
980,504,34,1,Queen's Gambit,5,Black
992,140,58,0,Queen's Gambit,17,Black
1256,96,53,0,Queen's Gambit,0,White
1289,84,39,0,Queen's Gambit,0,White
1521,107,63,1,Queen's Gambit,31,White
1522,68,40,1,Queen's Gambit,32,Black
1673,197,112,1,Queen's Gambit,0,Black
1908,291,70,1,Queen's Gambit,0,Black
1910,70,170,1,Queen's Gambit,0,Black
1918,554,97,1,Queen's Gambit,1,Black
2406,801,75,1,Queen's Gambit,12,White
2505,833,29,0,Queen's Gambit,0,White
2586,152,20,1,Queen's Gambit,0,Black
2595,20,101,1,Queen's Gambit,3,White
2848,85,66,1,Queen's Gambit,0,Black
2880,221,95,1,Queen's Gambit,0,White
2964,417,97,1,Queen's Gambit,0,White
3303,205,45,1,Queen's Gambit,0,White
3327,158,118,1,Queen's Gambit,25,Black
3346,16,21,1,Queen's Gambit,44,Black
3350,228,41,1,Queen's Gambit,0,White
3369,61,41,1,Queen's Gambit,19,White
3395,150,134,1,Queen's Gambit,8,Black
3402,513,119,1,Queen's Gambit,15,White
3447,222,53,0,Queen's Gambit,0,White
3594,186,67,1,Queen's Gambit,0,White
3633,66,56,1,Queen's Gambit,0,Black
3701,400,68,1,Queen's Gambit,0,Black
3716,286,60,1,Queen's Gambit,24,Black
3721,10,123,1,Queen's Gambit,29,Draw
3789,141,96,1,Queen's Gambit,14,Draw
3997,115,42,1,Queen's Gambit,0,Black
4000,53,52,1,Queen's Gambit,1,Black
4339,28,77,1,Queen's Gambit,19,White
4747,209,41,1,Queen's Gambit,0,Black
4823,598,71,1,Queen's Gambit,0,White
4955,151,35,0,Queen's Gambit,0,White
4957,27,39,1,Queen's Gambit,0,White
4968,99,74,1,Queen's Gambit,3,Draw
5116,226,64,0,Queen's Gambit,0,Black
5472,419,22,0,Queen's Gambit,3,White
5482,487,59,0,Queen's Gambit,16,White
5650,296,44,0,Queen's Gambit,18,Black
5698,39,44,1,Queen's Gambit,20,Black
5726,11,17,1,Queen's Gambit,0,Black
6018,401,71,1,Queen's Gambit,22,White
6050,157,77,1,Queen's Gambit,0,White
6052,57,75,1,Queen's Gambit,2,White
6061,249,96,1,Queen's Gambit,11,Black
6062,306,17,1,Queen's Gambit,12,White
6131,395,89,1,Queen's Gambit,11,Draw
6159,9,43,1,Queen's Gambit,14,Black
6169,27,123,1,Queen's Gambit,24,White
6413,17,58,1,Queen's Gambit,0,Black
6447,231,47,1,Queen's Gambit,0,White
6604,57,65,1,Queen's Gambit,0,White
6771,54,69,1,Queen's Gambit,0,Black
6793,105,125,1,Queen's Gambit,0,White
6861,101,32,1,Queen's Gambit,1,Black
6884,499,103,1,Queen's Gambit,0,White
7062,214,77,1,Queen's Gambit,0,White
7066,232,81,1,Queen's Gambit,0,White
7466,183,89,1,Queen's Gambit,6,Black
7550,323,17,0,Queen's Gambit,2,White
7610,116,67,1,Queen's Gambit,5,White
7630,161,39,1,Queen's Gambit,25,White
7636,101,135,1,Queen's Gambit,31,White
7638,21,55,1,Queen's Gambit,33,White
7710,94,19,1,Queen's Gambit,17,White
7788,6,57,1,Queen's Gambit,5,White
7822,521,39,1,Queen's Gambit,39,White
8070,2,52,1,Queen's Gambit,21,Black
8300,126,63,1,Queen's Gambit,15,White
8320,14,45,1,Queen's Gambit,0,White
8357,291,57,0,Queen's Gambit,0,White
8526,12,61,1,Queen's Gambit,6,White
8530,76,123,1,Queen's Gambit,10,White
8539,23,69,1,Queen's Gambit,19,White
8800,239,41,1,Queen's Gambit,0,White
9002,45,54,1,Queen's Gambit,25,Black
9025,33,31,0,Queen's Gambit,1,White
9240,69,44,1,Queen's Gambit,5,Black
9250,174,45,1,Queen's Gambit,15,Black
9466,203,17,1,Queen's Gambit,14,White
9678,327,84,0,Queen's Gambit,0,White
10047,278,94,1,Queen's Gambit,1,Black
10172,41,14,0,Queen's Gambit,0,White
10249,601,45,0,Queen's Gambit,0,Black
10262,567,33,1,Queen's Gambit,0,White
10488,227,23,1,Queen's Gambit,21,White
10533,179,114,1,Queen's Gambit,6,Black
10879,182,84,1,Queen's Gambit,1,Black
10906,345,30,0,Queen's Gambit,0,Black
11242,179,114,1,Queen's Gambit,54,Black
11320,58,77,1,Queen's Gambit,0,White
11328,16,43,1,Queen's Gambit,1,Black
11329,54,81,1,Queen's Gambit,2,Black
11342,66,114,1,Queen's Gambit,15,Draw
11456,764,54,0,Queen's Gambit,2,Black
11515,30,112,1,Queen's Gambit,2,Black
11920,20,138,1,Queen's Gambit,0,Black
12062,57,38,0,Queen's Gambit,9,Black
12063,256,24,1,Queen's Gambit,10,Black
12086,82,57,1,Queen's Gambit,33,White
12200,62,44,1,Queen's Gambit,11,Black
12384,183,88,1,Queen's Gambit,7,Black
12620,71,43,1,Queen's Gambit,0,White
12726,71,69,1,Queen's Gambit,9,White
13138,102,69,1,Queen's Gambit,0,White
13279,111,61,0,Queen's Gambit,5,White
13439,105,111,1,Queen's Gambit,1,White
13599,16,43,1,Queen's Gambit,17,Black
13600,54,81,1,Queen's Gambit,18,Black
13613,66,114,1,Queen's Gambit,31,Draw
13631,436,82,1,Queen's Gambit,0,Black
13650,95,50,1,Queen's Gambit,19,Black
13823,54,45,0,Queen's Gambit,0,White
13942,22,43,1,Queen's Gambit,14,White
13946,25,94,1,Queen's Gambit,18,Black
13982,26,46,1,Queen's Gambit,0,Black
14040,253,35,1,Queen's Gambit,0,White
14315,454,52,1,Queen's Gambit,0,Black
14319,423,39,1,Queen's Gambit,8,White
14618,119,60,1,Queen's Gambit,9,Black
14655,51,31,1,Queen's Gambit,1,White
14664,418,47,1,Queen's Gambit,2,White
14826,31,33,1,Queen's Gambit,2,White
15083,172,51,1,Queen's Gambit,0,White
15261,341,63,1,Queen's Gambit,42,White
15366,152,20,1,Queen's Gambit,1,Black
15417,195,109,1,Queen's Gambit,21,White
15420,10,62,1,Queen's Gambit,24,Black
15501,20,101,1,Queen's Gambit,13,White
15549,6,18,1,Queen's Gambit,1,Black
15571,103,62,1,Queen's Gambit,1,Black
15589,174,68,1,Queen's Gambit,11,Black
15591,61,81,1,Queen's Gambit,13,White
15836,438,59,1,Queen's Gambit,11,White
15839,408,106,1,Queen's Gambit,14,Black
15880,9,14,1,Queen's Gambit,2,White
15893,6,74,1,Queen's Gambit,1,White
15902,8,100,1,Queen's Gambit,24,Black
15904,23,41,1,Queen's Gambit,26,White
15907,16,87,1,Queen's Gambit,29,White
15921,99,90,1,Queen's Gambit,43,Draw
16071,113,71,1,Queen's Gambit,4,White
16185,98,88,1,Queen's Gambit,31,Black
16233,516,23,0,Queen's Gambit,2,White
16239,272,29,0,Queen's Gambit,8,White
16243,476,73,0,Queen's Gambit,12,White
16256,76,13,1,Queen's Gambit,6,White
16277,67,44,1,Queen's Gambit,27,Black
16283,156,55,1,Queen's Gambit,33,Draw
16295,97,20,1,Queen's Gambit,45,White
16299,16,26,0,Queen's Gambit,1,Black
16385,124,107,0,Queen's Gambit,7,White
16407,166,82,1,Queen's Gambit,0,Black
16420,48,39,1,Queen's Gambit,4,White
16680,54,53,1,Queen's Gambit,8,White
16697,1,48,1,Queen's Gambit,25,Black
16702,7,48,1,Queen's Gambit,30,Black
16703,89,54,1,Queen's Gambit,31,Black
16708,72,45,1,Queen's Gambit,36,White
16737,439,96,0,Queen's Gambit,16,Black
16739,439,113,0,Queen's Gambit,18,White
16743,477,21,0,Queen's Gambit,22,Draw
16839,157,55,1,Queen's Gambit,0,White
16850,305,51,0,Queen's Gambit,0,White
16999,141,36,1,Queen's Gambit,1,Black
17004,214,44,1,Queen's Gambit,6,Black
17013,286,51,1,Queen's Gambit,15,Black
17022,97,20,1,Queen's Gambit,0,White
17148,221,39,1,Queen's Gambit,1,White
17150,38,16,1,Queen's Gambit,0,White
17153,179,24,1,Queen's Gambit,0,White
17178,102,79,1,Queen's Gambit,1,White
17183,12,13,1,Queen's Gambit,1,White
17279,36,54,1,Queen's Gambit,1,Black
17368,218,33,1,Queen's Gambit,1,White
17521,33,61,1,Queen's Gambit,1,White
17541,115,23,1,Queen's Gambit,13,White
17590,150,49,1,Queen's Gambit,1,White
17620,80,28,0,Queen's Gambit,3,Black
17827,48,9,1,Queen's Gambit,0,White
17889,138,65,1,Queen's Gambit,1,White
17891,226,144,1,Queen's Gambit,0,Black
17906,234,46,1,Queen's Gambit,0,Black
17909,325,68,1,Queen's Gambit,0,Black
17912,89,32,1,Queen's Gambit,1,Black
18504,128,59,1,Queen's Gambit,29,White
18607,101,32,1,Queen's Gambit,3,Black
18630,499,103,1,Queen's Gambit,1,White
